County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k
Madison County,Ohio,25756.0,2457.2889108111744,54.4,64.8,44.1,44602.0,57746.2894040626
Madison County,Tennessee,60774.0,8752.633754397992,61.6,73.0,50.2,99193.0,61268.43628078594
Madison County,Texas,6942.0,3303.7403580264886,69.6,80.4,58.7,13742.0,50516.66424101296
Madison County,Virginia,8698.0,2979.8980747451865,56.5,68.2,44.8,14128.0,61565.68516421291
Madison Parish,Louisiana,6317.0,3244.6463335496437,68.0,79.7,56.3,9246.0,68321.43629677698
Magoffin County,Kentucky,7079.0,2823.298895618097,57.2,69.1,45.4,11228.0,63047.73779836124
Mahaska County,Iowa,10910.0,3840.1755508823258,52.4,63.6,41.2,21874.0,49876.5657858645
Mahnomen County,Minnesota,4073.0,3939.393939393939,41.3,51.7,30.9,5280.0,77140.1515151515
Mahoning County,Ohio,146097.0,6219.9684391567225,51.8,62.3,41.2,225596.0,64760.45674568698
Major County,Oklahoma,4394.0,3970.452446906741,60.5,73.8,47.2,7581.0,57960.69120168843
Malheur County,Oregon,17819.0,3186.243914617401,48.1,60.4,35.9,32044.0,55607.91411808763
Manatee County,Florida,301540.0,3995.284462530748,74.6,84.7,64.6,441095.0,68361.69079223297
Manistee County,Michigan,15225.0,3845.551991236992,47.6,56.7,38.4,25562.0,59561.067209138564
Manitowoc County,Wisconsin,53217.0,3502.96934748128,47.8,56.5,39.2,81331.0,65432.61487009874
Marathon County,Wisconsin,92033.0,4461.374195596341,45.5,55.6,35.4,138612.0,66396.127319424
Marengo County,Alabama,13022.0,5111.3251980304,66.7,78.4,54.9,18684.0,69695.9965746093
Maricopa County,Arizona,3178476.0,3437.536729663787,70.9,84.5,57.3,4585871.0,69310.19210963414
Maries County,Missouri,4467.0,2930.0118623962044,58.5,69.9,47.1,8430.0,52989.32384341637
Marin County,California,262929.0,2994.414461866222,56.2,64.5,48.0,254407.0,103349.75059648517
Marinette County,Wisconsin,23879.0,4540.920533890657,45.2,55.1,35.3,42106.0,56711.63254643043
Marion County,Alabama,13022.0,4599.234030912324,62.7,74.1,51.2,29244.0,44528.79223088497
Marion County,Arkansas,7401.0,3951.124814434167,59.7,71.5,47.8,17514.0,42257.62247344981
Marion County,Florida,243604.0,5264.428881912581,72.8,83.6,61.9,409959.0,59421.5519112887
Marion County,Georgia,4319.0,2836.021505376344,65.5,77.1,53.8,7440.0,58051.07526881721
Marion County,Illinois,18831.0,4788.263845335806,57.4,68.3,46.5,36673.0,51348.4034575846
Marion County,Indiana,659092.0,4439.00625735704,54.6,64.9,44.3,968460.0,68055.67602172522
Marion County,Iowa,19517.0,3511.992893100385,52.5,63.3,41.6,33770.0,57793.89991116376
Marion County,Kansas,6799.0,3977.7587681779296,57.5,69.8,45.1,11690.0,58160.82121471343
Marion County,Kentucky,11083.0,3625.088232328325,58.3,69.2,47.4,19834.0,55878.79399011798
Marion County,Mississippi,13279.0,3773.117569352708,69.0,80.5,57.5,24224.0,54817.536327608985
Marion County,Missouri,13895.0,5494.776962168266,55.4,66.2,44.6,28336.0,49036.56126482213
Marion County,Ohio,35162.0,4752.432499113353,53.6,63.7,43.4,64851.0,54219.67278839185
Marion County,Oregon,253117.0,3398.213652264946,50.9,60.2,41.6,346741.0,72998.86658918328
Marion County,South Carolina,17825.0,4012.908657219026,64.9,76.6,53.3,28508.0,62526.30840465834
Marion County,Tennessee,15644.0,3706.350827036961,59.9,70.3,49.5,29382.0,53243.48240419304
Marion County,Texas,4521.0,4346.463274474976,66.7,77.9,55.6,9571.0,47236.44342283983
Marion County,West Virginia,36576.0,3467.306968659845,53.7,64.7,42.7,55807.0,65540.16521224935
Marlboro County,South Carolina,14480.0,2902.2720199190785,64.2,75.7,52.7,25704.0,56333.64456893869
Marquette County,Michigan,45912.0,4522.455559038194,42.4,52.0,32.8,66999.0,68526.39591635697
Marquette County,Wisconsin,9048.0,3194.847834322515,48.6,59.0,38.3,15838.0,57128.42530622554
Marshall County,Alabama,55689.0,4597.244829092064,62.7,73.0,52.5,100756.0,55271.15010520466
Marshall County,Illinois,7204.0,3783.2748437901214,53.4,63.9,42.9,11683.0,61662.24428657023
Marshall County,Indiana,23931.0,3425.957887469797,52.1,62.1,42.0,46352.0,51628.84017949603
Marshall County,Iowa,29753.0,4238.516519218274,50.7,61.7,39.7,40014.0,74356.47523366821
Marshall County,Kansas,6969.0,3704.8223094734726,53.7,66.0,41.5,9933.0,70160.07248565387
Marshall County,Kentucky,19343.0,3616.431451612903,60.3,70.7,49.8,31744.0,60934.3497983871
Marshall County,Minnesota,5261.0,2202.0431328036325,40.6,50.6,30.6,8810.0,59716.23155505108
Marshall County,Mississippi,23871.0,3411.188934149987,63.3,74.6,52.0,34123.0,69955.74832224599
Marshall County,Oklahoma,9878.0,3556.6687539135883,65.4,76.3,54.5,15970.0,61853.47526612398
Marshall County,South Dakota,3182.0,2984.0546697038726,42.5,52.7,32.3,4390.0,72482.91571753986
Marshall County,Tennessee,17605.0,2673.087849354725,60.6,72.4,48.9,36961.0,47631.287032277265
Marshall County,West Virginia,15345.0,4121.748002040469,53.1,63.8,42.4,29405.0,52185.002550586636
Martin County,Florida,122542.0,4975.660533325169,76.5,85.6,67.4,163315.0,75034.13648470747
Martin County,Indiana,5177.0,2222.8958270182884,56.2,67.9,44.5,9897.0,52308.780438516726
Martin County,Kentucky,6973.0,2726.9399707174234,57.5,69.7,45.2,10928.0,63808.56515373353
Martin County,Minnesota,11977.0,3881.568906750776,47.6,57.8,37.4,19657.0,60929.94861881263
Martin County,North Carolina,15805.0,3734.7880822492657,62.3,73.2,51.4,21447.0,73693.29043689095
Martin County,Texas,2272.0,2607.361963190184,65.8,79.0,52.5,5216.0,43558.28220858896
Mason County,Illinois,7776.0,3992.6535175277486,55.0,65.9,44.2,12523.0,62093.747504591556
Mason County,Kentucky,10059.0,7487.678878926429,55.7,67.3,44.1,16841.0,59729.23223086515
Mason County,Texas,2202.0,2543.881963876876,68.9,82.0,55.7,3931.0,56016.28084456881
Mason County,Washington,47594.0,2968.313617687055,50.3,59.3,41.2,68389.0,69593.06321192005
Mason County,West Virginia,15851.0,3613.971330506764,55.4,66.9,43.9,24765.0,64005.65313951141
Massac County,Illinois,7816.0,5131.395944659981,59.6,70.2,49.1,13661.0,57213.966766708145
Matagorda County,Texas,20332.0,3099.645204763607,72.9,82.0,63.7,36359.0,55920.12981655161
Mathews County,Virginia,6148.0,4134.3669250646,60.6,70.1,51.0,8514.0,72210.47686163965
Maury County,Tennessee,71402.0,4567.533405561575,60.5,72.2,48.8,110760.0,64465.51101480678
Maverick County,Texas,123050.0,2719.781171012084,74.3,86.5,62.2,57762.0,213029.32723936153
Mayes County,Oklahoma,23022.0,3093.584697535661,61.1,72.7,49.5,39889.0,57715.15956780064
McClain County,Oklahoma,24573.0,2139.276002719239,62.8,74.7,50.9,47072.0,52203.008157715834
McCone County,Montana,317.0,3102.625298329356,44.6,56.6,32.7,1676.0,18914.081145584725
McCook County,South Dakota,4237.0,3408.5040454467203,47.4,58.6,36.1,5809.0,72938.54363918059
McCormick County,South Carolina,6625.0,3198.87335278141,64.2,75.2,53.1,9941.0,66643.19484961272
McCracken County,Kentucky,43573.0,8122.738328290919,60.3,71.0,49.7,67428.0,64621.52221628997
McCreary County,Kentucky,7862.0,2181.818181818182,57.3,68.5,46.1,17050.0,46111.43695014663
McCulloch County,Texas,3426.0,4294.149221685454,68.4,80.9,55.9,7452.0,45974.23510466989
McCurtain County,Oklahoma,14903.0,4184.605348988911,63.7,75.3,52.0,30660.0,48607.30593607306
McDonald County,Missouri,10507.0,2505.961594778898,60.0,72.0,48.0,23903.0,43956.82550307493
McDonough County,Illinois,16490.0,3819.069264875741,53.8,64.0,43.6,26839.0,61440.44114907411
McDowell County,North Carolina,32990.0,3091.796048381708,58.4,69.7,47.1,44893.0,73485.8441182367
McDowell County,West Virginia,10935.0,4914.272607374276,55.1,66.7,43.5,17439.0,62704.28350249441
McDuffie County,Georgia,11202.0,3068.948116886096,64.5,76.1,52.9,21799.0,51387.67833386853
McHenry County,Illinois,231281.0,2114.1304347826085,50.7,60.7,40.7,312800.0,73938.93861892584
McHenry County,North Dakota,2783.0,3274.2155525238745,41.4,52.6,30.2,5131.0,54238.939777821084
McIntosh County,Georgia,6869.0,2869.3157116772454,68.9,79.1,58.8,11501.0,59725.24128336666
McIntosh County,North Dakota,1313.0,6028.938906752412,41.7,52.0,31.4,2488.0,52773.31189710611
McIntosh County,Oklahoma,12624.0,3769.8311482936288,62.9,74.6,51.1,19603.0,64398.30638167627
McKean County,Pennsylvania,25321.0,3912.0423087628737,48.9,59.4,38.4,39519.0,64072.97755510007
McKenzie County,North Dakota,4687.0,1578.7257928711758,43.8,55.3,32.3,14252.0,32886.61240527645
McKinley County,New Mexico,99276.0,3488.524208904458,49.8,64.8,34.9,68797.0,144302.8039013329
McLean County,Illinois,122958.0,3025.680440739024,54.1,64.7,43.4,170441.0,72141.09281217548
McLean County,Kentucky,5283.0,2871.6589352772257,59.4,70.1,48.6,9054.0,58349.90059642147
McLean County,North Dakota,5505.0,3305.53295362083,42.4,53.3,31.5,9832.0,55990.64279902359
McLennan County,Texas,157572.0,3986.849502760785,69.3,80.4,58.1,268583.0,58667.897819296086
McLeod County,Minnesota,22855.0,3438.901726247112,46.8,57.0,36.6,36785.0,62131.303520456706
McMinn County,Tennessee,24788.0,4560.149430654837,60.5,71.6,49.4,55678.0,44520.277308811375
McMullen County,Texas,366.0,4929.577464788732,73.7,85.0,62.4,568.0,64436.61971830986
McNairy County,Tennessee,14483.0,3669.3039789015024,61.9,73.5,50.3,26163.0,55356.801590031726
McPherson County,Kansas,18003.0,3974.6103486092175,57.7,70.2,45.1,30091.0,59828.52015552823
McPherson County,South Dakota,1092.0,4113.110539845759,42.8,53.4,32.2,2334.0,46786.6323907455
Meade County,Kansas,1932.0,3988.749680388648,57.5,71.8,43.2,3911.0,49399.13065712094
Meade County,Kentucky,13627.0,1765.6234442932528,57.4,68.6,46.1,30131.0,45225.847134180745
Meade County,South Dakota,20132.0,2338.954577760548,47.6,60.4,34.8,30954.0,65038.444142921755
Meagher County,Montana,1034.0,2366.0067600193147,41.2,52.3,30.1,2071.0,49927.57122163206
Mecklenburg County,North Carolina,1103918.0,2827.444506793412,61.2,72.9,49.6,1163701.0,94862.68379936084
Mecklenburg County,Virginia,16007.0,5827.460193161055,59.6,71.3,47.9,30648.0,52228.530409814666
Medina County,Ohio,124892.0,2782.517034155247,52.3,61.8,42.9,184042.0,67860.59703763272
Medina County,Texas,33877.0,2065.806522254868,72.0,84.4,59.6,54797.0,61822.72752157965
Meeker County,Minnesota,12228.0,3022.562792677735,45.5,56.2,34.7,23490.0,52056.194125159636
Meigs County,Ohio,12753.0,3803.923370239353,54.6,66.0,43.2,21767.0,58588.689300317
Meigs County,Tennessee,9664.0,3089.6209188518005,60.5,71.6,49.3,13691.0,70586.51668979622
Mellette County,South Dakota,1033.0,2701.242571582928,49.7,62.1,37.2,1851.0,55807.671528903295
Menard County,Illinois,7625.0,2509.620210808097,54.7,65.5,43.9,11954.0,63786.18035803915
Menard County,Texas,1248.0,5311.542390194075,67.7,80.8,54.7,1958.0,63738.50868232891
Mendocino County,California,67907.0,3487.9023207792798,55.2,65.9,44.5,89108.0,76207.5234546842
Menifee County,Kentucky,3334.0,3054.4066178810053,56.7,68.1,45.2,6286.0,53038.498250079545
Menominee County,Michigan,16306.0,2889.518413597734,45.1,55.2,35.0,22945.0,71065.59163216387
Menominee County,Wisconsin,4000.0,2650.260293421675,45.6,55.6,35.5,4226.0,94652.15333648841
Merced County,California,169278.0,2035.8317347218413,61.9,74.3,49.6,291920.0,57987.80487804877
Mercer County,Illinois,10716.0,3389.939949635177,53.1,63.6,42.6,15487.0,69193.5171434106
Mercer County,Kentucky,13773.0,3537.25592068234,58.4,69.5,47.2,23097.0,59631.12092479543
Mercer County,Missouri,1595.0,3401.556644566157,53.4,64.3,42.4,3469.0,45978.668204093396
Mercer County,New Jersey,352095.0,2912.980027301,55.6,66.2,45.0,381671.0,92250.9176751705
Mercer County,North Dakota,3699.0,2695.871946082561,43.0,54.4,31.7,8309.0,44517.992538211576
Mercer County,Ohio,17134.0,2865.289003039657,52.9,63.3,42.5,42439.0,40373.24159381701
Mercer County,Pennsylvania,69929.0,4821.064855349621,51.1,61.6,40.6,108503.0,64448.90924674894
Mercer County,West Virginia,39108.0,5954.49299826033,52.9,63.9,41.9,58057.0,67361.38622388343
Meriwether County,Georgia,10286.0,3095.886484162247,63.9,75.8,52.0,20931.0,49142.42033347666
Merrick County,Nebraska,3615.0,3107.672469374597,52.6,64.7,40.5,7755.0,46615.08704061896
Merrimack County,New Hampshire,127675.0,3851.613272821016,48.2,57.8,38.6,157103.0,81268.33987893292
Mesa County,Colorado,88956.0,4613.573311790383,47.7,60.1,35.3,159681.0,55708.568959362725
Metcalfe County,Kentucky,4616.0,2776.1877504293075,58.5,70.2,46.8,10482.0,44037.39744323603
Miami County,Indiana,16459.0,3262.5275408169027,52.9,62.9,42.9,35402.0,46491.723631433255
Miami County,Kansas,19336.0,2369.7621744054363,57.6,68.4,46.8,35320.0,54745.18686296715
Miami County,Ohio,56176.0,3721.274216241567,54.6,64.7,44.6,110876.0,50665.60842743245
Miami-Dade County,Florida,3047662.0,3247.313692862356,78.3,87.1,69.4,2686867.0,113428.09301688545
Middlesex County,Massachusetts,1719945.0,2551.799560578145,52.0,62.1,41.9,1623952.0,105911.07372631703
Middlesex County,New Jersey,775637.0,3054.110416234861,56.3,66.5,46.2,863623.0,89811.98972236727
Middlesex County,Virginia,7682.0,4906.6276089344565,59.8,69.5,50.1,10924.0,70322.22629073598
Midland County,Michigan,51836.0,4731.136734135342,49.7,58.7,40.6,84039.0,61680.88625519105
Midland County,Texas,91910.0,2775.707477923075,67.0,79.9,54.1,177108.0,51894.88899428597
Mifflin County,Pennsylvania,26719.0,5049.867166064196,52.7,62.9,42.6,45922.0,58183.441487740085
Milam County,Texas,12739.0,2816.8471349851643,70.4,81.8,58.9,25951.0,49088.66710338715
Millard County,Utah,7170.0,2671.7273200863287,50.5,64.1,36.8,13437.0,53360.12502790801
Mille Lacs County,Minnesota,17118.0,3500.200532322164,44.8,55.2,34.5,27427.0,62412.950741969595
Miller County,Arkansas,19595.0,2666.5094895673697,66.4,76.9,55.9,42415.0,46198.2789107627
Miller County,Georgia,3514.0,9135.200974421436,68.2,79.3,57.1,5747.0,61144.945188794154
Miller County,Missouri,10066.0,3200.4689331770223,59.1,70.4,47.7,25590.0,39335.677999218446
Mills County,Iowa,10350.0,2063.8283332194355,52.8,64.3,41.3,14633.0,70730.54055901046
Mills County,Texas,2357.0,4683.377308707124,68.4,80.7,56.1,4548.0,51824.978012313106
Milwaukee County,Wisconsin,720210.0,4047.129190519589,50.6,59.3,42.0,916205.0,78607.95346019723
Miner County,South Dakota,1513.0,4649.122807017544,46.5,58.0,34.9,2280.0,66359.64912280702
Mineral County,Colorado,724.0,3389.830508474576,35.8,49.0,22.5,944.0,76694.91525423729
Mineral County,Montana,2857.0,3654.223968565815,43.5,53.6,33.4,5090.0,56129.66601178781
Mineral County,Nevada,3212.0,4681.978798586572,50.1,63.6,36.7,4528.0,70936.39575971731
Mineral County,West Virginia,17003.0,3658.763538913909,54.3,66.4,42.1,26867.0,63285.81531246511
Mingo County,West Virginia,11993.0,2883.349225809381,57.5,69.1,45.9,22023.0,54456.70435453843
Minidoka County,Idaho,10753.0,2326.512455516014,46.4,58.8,34.0,22480.0,47833.62989323843
Minnehaha County,South Dakota,185092.0,4728.168946020393,47.5,58.1,36.9,206930.0,89446.6727878993
Mississippi County,Arkansas,20906.0,3401.1845950909137,62.5,72.6,52.3,38663.0,54072.36893153661
Mississippi County,Missouri,6603.0,3578.074775841651,60.5,71.0,50.1,11822.0,55853.49348671967
Missoula County,Montana,89056.0,3592.150940918678,42.8,53.7,31.9,121849.0,73087.18167568056
Mitchell County,Georgia,12073.0,3111.679454390452,68.0,78.8,57.1,21114.0,57180.07009567112
Mitchell County,Iowa,5606.0,4535.082715345123,47.6,58.4,36.8,10518.0,53299.10629397224
Mitchell County,Kansas,3383.0,5368.071341143556,55.9,69.1,42.6,5719.0,59153.69819898584
Mitchell County,North Carolina,10211.0,6100.406693779585,52.7,63.3,42.1,14999.0,68077.87185812388
Mitchell County,Texas,3441.0,2633.6088154269974,67.2,80.0,54.4,9075.0,37917.35537190083
Mobile County,Alabama,261439.0,4937.080944514624,70.0,80.9,59.0,411640.0,63511.56350208921
Moffat County,Colorado,6749.0,2888.872214301793,43.0,56.0,29.9,13327.0,50641.55473850078
Mohave County,Arizona,112950.0,6009.424093132215,62.1,74.4,49.7,223682.0,50495.79313489686
Moniteau County,Missouri,6713.0,2785.7891976927112,58.0,69.1,46.8,15256.0,44002.3597273204
Monmouth County,New Jersey,526778.0,3725.1146937067424,56.3,66.2,46.4,642799.0,81950.65642603674
Monona County,Iowa,5146.0,5274.932297185917,51.0,62.4,39.7,8493.0,60591.075002943595
Monongalia County,West Virginia,72853.0,7377.597058987356,53.4,64.1,42.6,107718.0,67633.07896544681
Monroe County,Alabama,11707.0,4477.611940298507,67.5,79.3,55.6,19229.0,60882.001144105256
Monroe County,Arkansas,4996.0,3378.378378378379,64.7,74.6,54.8,6512.0,76719.90171990171
Monroe County,Florida,73183.0,2485.92055970427,78.8,87.0,70.5,80614.0,90781.9981640906
Monroe County,Georgia,13521.0,2948.5714285714284,65.1,77.5,52.7,30625.0,44150.204081632655
Monroe County,Illinois,24390.0,2274.222616357239,58.4,69.3,47.5,34957.0,69771.43347541265
Monroe County,Indiana,102893.0,3664.365374402549,54.9,65.8,44.0,139342.0,73842.05767105395
Monroe County,Iowa,3875.0,4570.895522388059,52.7,63.9,41.6,7504.0,51639.12579957356
Monroe County,Kentucky,5597.0,4015.566955598797,58.8,70.8,46.8,11306.0,49504.687776401915
Monroe County,Michigan,96827.0,2962.365764777968,52.5,61.9,43.2,155045.0,62450.901351220615
Monroe County,Mississippi,20524.0,3957.273349400458,65.0,76.1,53.8,33609.0,61066.976107590235
Monroe County,Missouri,4581.0,3299.609105541504,55.6,66.6,44.7,8698.0,52667.2798344447
Monroe County,New York,600843.0,4167.2344825927685,50.1,58.2,42.0,748482.0,80274.87634973186
Monroe County,Ohio,7589.0,3307.230289667757,53.4,64.1,42.7,13153.0,57697.863605261155
Monroe County,Pennsylvania,127956.0,3282.68685299272,49.8,60.0,39.5,166053.0,77057.3250709111
Monroe County,Tennessee,22832.0,4222.743548586245,59.2,70.5,48.0,48594.0,46985.2245133144
Monroe County,West Virginia,7627.0,2972.0562106283314,53.9,65.1,42.7,12382.0,61597.48021321273
Monroe County,Wisconsin,29191.0,3583.887673073173,47.1,57.4,36.7,46151.0,63251.06714914086
Montague County,Texas,8235.0,3847.578479488842,66.2,78.1,54.4,21598.0,38128.530419483286
Monterey County,California,368682.0,2360.9140909586904,58.4,71.3,45.6,430723.0,85596.07915063742
Montezuma County,Colorado,22301.0,3705.09969469677,48.7,62.4,35.1,26531.0,84056.38686819193
Montgomery County,Alabama,156403.0,5223.130944972886,66.5,77.7,55.2,224980.0,69518.62387767802
Montgomery County,Arkansas,4152.0,3758.700696055684,62.5,74.2,50.9,8620.0,48167.053364269144
Montgomery County,Georgia,3818.0,1495.2630978198836,67.2,78.8,55.6,8761.0,43579.50005707111
Montgomery County,Illinois,16278.0,4012.579980479341,56.4,67.2,45.6,27663.0,58843.94317319163
Montgomery County,Indiana,20120.0,3178.3890285951315,53.5,64.4,42.5,38573.0,52160.83789178959
Montgomery County,Iowa,6437.0,5414.735180984319,52.3,63.7,40.8,10139.0,63487.523424400824
Montgomery County,Kansas,17404.0,4553.781732530752,59.7,71.7,47.7,30568.0,56935.357236325566
Montgomery County,Kentucky,15200.0,3834.963368037298,56.9,68.5,45.3,28527.0,53282.854839275074
Montgomery County,Maryland,1164986.0,2616.5026254778104,57.2,67.5,47.0,1058474.0,110062.78850496092
Montgomery County,Mississippi,6168.0,4833.333333333333,64.5,76.2,52.7,9600.0,64249.99999999999
Montgomery County,Missouri,6573.0,4468.10367396806,56.7,68.0,45.5,11459.0,57361.02626756261
Montgomery County,New York,37255.0,4701.426024955436,49.3,59.5,39.1,49368.0,75463.86323124291
Montgomery County,North Carolina,16552.0,2978.723404255319,62.7,74.0,51.3,26085.0,63454.09239026261
Montgomery County,Ohio,340450.0,5695.808885791575,55.3,65.6,45.1,533796.0,63779.046677007704
Montgomery County,Pennsylvania,935633.0,3818.049547506625,55.6,65.6,45.6,868742.0,107699.7543574502
Montgomery County,Tennessee,154823.0,2349.586446104589,60.8,71.7,49.9,239872.0,64544.0068036286
Montgomery County,Texas,407998.0,3002.864958937463,71.6,82.2,60.9,711354.0,57355.128388959645
Montgomery County,Virginia,55767.0,3179.413374414692,55.5,66.9,44.2,98666.0,56520.99000668923
Montmorency County,Michigan,5311.0,4391.403182475718,46.5,56.5,36.6,9678.0,54877.04071089068
Montour County,Pennsylvania,18052.0,27754.75923852184,52.2,62.6,41.9,17860.0,101075.02799552072
Montrose County,Colorado,24464.0,3793.368964580125,47.9,60.9,34.8,44156.0,55403.56916387354
