County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k,65 plus per 100k,5 Under per 100k
Boise County,Idaho,3249.0,2371.72713396736,43.6,55.2,32.1,8517.0,38147.23494188094,29446.988376188798,3945.0510743219447
Bolivar County,Mississippi,21637.0,4494.614747307374,65.4,75.9,54.9,28968.0,74692.76442971555,17740.26512013256,6520.9886771610045
Bollinger County,Missouri,4664.0,3404.779969650986,58.0,69.2,46.7,10544.0,44233.68740515933,21633.156297420333,6183.61153262519
Bon Homme County,South Dakota,4840.0,3510.2618542108985,49.3,60.8,37.9,7065.0,68506.72328379334,21641.896673743806,5336.164189667375
Bond County,Illinois,10026.0,2905.7750759878422,57.1,67.8,46.3,16450.0,60948.328267477205,19252.27963525836,4310.030395136779
Bonner County,Idaho,23567.0,2846.975088967972,45.6,55.2,36.0,52547.0,44849.3729423183,26711.32509943479,4555.921365634575
Bonneville County,Idaho,74025.0,3497.0997061644566,41.9,53.2,30.7,131366.0,56350.19715908226,14095.732533532268,7102.294353181189
Boone County,Arkansas,17758.0,4487.4124059174665,59.3,71.0,47.6,38530.0,46088.762003633536,21321.048533610174,5362.055541136777
Boone County,Illinois,36534.0,2266.832073982181,50.6,60.4,40.7,53202.0,68670.35073869403,17410.999586481714,5148.302695387391
Boone County,Indiana,55279.0,2467.157120336311,53.3,63.7,42.9,76120.0,72620.86179716238,15373.095112979507,6111.403047819233
Boone County,Iowa,18650.0,3147.7999247837533,50.8,61.9,39.7,26590.0,70139.15005641218,20590.447536667918,5156.073711921775
Boone County,Kentucky,99125.0,2153.7979728960254,56.4,66.8,46.0,140496.0,70553.61006719052,15316.450290399727,6313.346999202825
Boone County,Missouri,139062.0,4557.618110132322,57.2,68.1,46.3,189463.0,73397.97216343033,14136.797158284204,5192.042773523062
Boone County,West Virginia,11716.0,3965.7853810264382,56.4,67.4,45.4,20576.0,56940.124416796265,23041.40746500778,4714.230171073095
Borden County,Texas,226.0,3146.853146853148,65.7,78.5,52.8,572.0,39510.48951048951,24825.174825174825,4195.804195804196
Bosque County,Texas,9647.0,3895.556959359865,69.0,80.2,57.8,18996.0,50784.37565803326,25615.919140871763,4864.181933038535
Bossier Parish,Louisiana,77861.0,3101.043953927347,67.4,78.4,56.4,129795.0,59987.67286875457,15942.83292884934,6186.678993797912
Botetourt County,Virginia,19612.0,2845.4212454212457,56.2,67.1,45.3,34125.0,57471.06227106227,24591.94139194139,4128.937728937729
Bottineau County,North Dakota,3857.0,2677.587021578201,40.6,51.5,29.7,6349.0,60749.724366041904,25862.340526067095,5796.188376122223
Boulder County,Colorado,297234.0,2765.6495252898285,44.0,57.0,30.9,326831.0,90944.24947449904,17062.02899969709,3763.4128953495842
Boundary County,Idaho,4957.0,3120.1593272847977,43.5,52.1,34.9,13557.0,36564.13660839419,23360.625507118093,5819.87165302058
Bourbon County,Kansas,6152.0,3373.126041088284,58.3,69.7,46.8,14408.0,42698.50083287063,20009.716823986673,6898.945030538589
Bourbon County,Kentucky,13702.0,3243.2700903943573,57.0,68.4,45.5,20134.0,68054.0379457634,20403.297904042913,5294.526671302275
Bowie County,Texas,46046.0,6883.200453717539,66.3,77.2,55.3,91687.0,50220.860100123246,17691.712020242783,5911.41601317526
Bowman County,North Dakota,1450.0,2999.651203348448,44.6,57.2,32.0,2867.0,50575.51447506104,25776.07254970352,5824.904080920823
Box Elder County,Utah,33853.0,2148.8737157807413,47.7,59.0,36.4,62684.0,54005.80690447323,13169.229787505585,7186.841937336481
Boyd County,Kentucky,27863.0,10310.291473257224,57.1,68.6,45.6,47826.0,58259.105925647134,20691.67398486179,5327.6460502655455
Boyd County,Nebraska,709.0,4579.710144927536,49.6,61.8,37.4,1725.0,41101.44927536232,31942.028985507248,3594.2028985507245
Boyle County,Kentucky,20319.0,7157.609397186007,58.0,68.8,47.1,30988.0,65570.54343616884,19446.237253130243,5021.298567187298
Bracken County,Kentucky,4480.0,2088.7728459530026,56.0,67.4,44.7,8426.0,53168.76335153098,18858.295751246143,5637.3130785663425
Bradford County,Florida,15413.0,2484.0261325292554,70.9,82.3,59.5,27858.0,55327.01557900782,19086.079402685045,5563.931366214373
Bradford County,Pennsylvania,33496.0,6369.042633386381,49.4,59.3,39.5,59695.0,56111.90216936092,22956.696540748806,5497.9479018343245
Bradley County,Arkansas,7527.0,3543.1512272367377,65.6,76.9,54.4,10104.0,74495.24940617576,19804.038004750593,6017.41884402217
Bradley County,Tennessee,52637.0,4080.5169431523855,61.0,72.1,50.0,111579.0,47174.647559128505,17813.38782387367,5413.204993771229
Branch County,Michigan,21157.0,3268.826716797523,51.0,60.9,41.0,45215.0,46791.993807364815,19893.840539643923,6349.662722547828
Brantley County,Georgia,6052.0,2483.5606760502146,68.8,80.5,57.0,18401.0,32889.51687408293,18374.001412966685,5657.301233628607
Braxton County,West Virginia,7073.0,4127.610590363427,55.2,66.9,43.5,12162.0,58156.55319848709,25053.44515704654,4061.8319355369185
Brazoria County,Texas,255827.0,2154.97144919762,72.7,81.5,63.9,398938.0,64127.00720412696,13045.134832981566,6233.550075450321
Brazos County,Texas,140463.0,2569.236993416509,71.0,82.1,59.9,244703.0,57401.42131481837,10625.942469033891,5464.583597258717
Breathitt County,Kentucky,7680.0,4601.250675519184,58.0,69.6,46.4,12953.0,59291.28387246197,19362.309889600863,5612.599397822898
Breckinridge County,Kentucky,12264.0,3129.1422079151675,57.4,68.8,46.0,21124.0,58057.18613898883,20516.947547812913,6021.586820677901
Bremer County,Iowa,16416.0,3066.345279962066,49.4,60.3,38.4,25307.0,64867.42798435216,20022.128264906944,5117.161259730509
Brevard County,Florida,475290.0,4618.007730065732,74.7,82.5,66.9,643979.0,73805.20172241642,24889.78677876142,4303.401197865148
Brewster County,Texas,6261.0,2533.3753810575004,68.1,82.7,53.5,9513.0,65815.20025228635,24093.34594765058,4530.64227898665
Briscoe County,Texas,736.0,2145.3287197231834,62.5,76.2,48.8,1445.0,50934.25605536332,23737.02422145329,5397.923875432526
Bristol County,Massachusetts,494004.0,3305.8859722845245,53.2,62.2,44.2,581841.0,84903.60768663604,18263.408731938795,4977.648532846602
Bristol County,Rhode Island,45419.0,2509.2030643717044,53.5,61.4,45.6,50255.0,90377.07690777036,21792.8564321958,3631.4794547806187
Broadwater County,Montana,2725.0,1954.6812749003984,43.8,54.9,32.6,8032.0,33926.79282868526,23505.97609561753,5540.338645418326
Bronx County,New York,1300309.0,3439.205706551388,56.9,65.0,48.9,1356476.0,95859.34435994444,15289.83925996479,6332.585316658754
Brooke County,West Virginia,12906.0,8094.32461516867,53.0,63.3,42.7,21373.0,60384.5973892294,25710.007953960605,3953.5863004725584
Brookings County,South Dakota,23146.0,1795.4419121734295,45.0,56.1,33.9,35980.0,64330.18343524181,14030.016675931072,5455.808782657032
Brooks County,Georgia,8953.0,3939.673745767928,67.9,79.4,56.3,16245.0,55112.34225915666,22566.943674976916,5244.690674053555
Brooks County,Texas,33156.0,4380.841121495327,76.2,87.1,65.2,6848.0,484170.5607476636,16968.457943925234,6615.070093457944
Broome County,New York,135560.0,4774.144851257414,48.9,58.4,39.3,196077.0,69136.10469356427,20730.121329885707,4722.124471508642
Broomfield County,Colorado,62991.0,1454.592766068176,50.4,64.7,36.1,76860.0,81955.50351288056,16303.669008587041,4384.595368201925
Broward County,Florida,1726447.0,3118.625896864814,77.7,87.1,68.4,1962531.0,87970.43205941714,18485.10927980246,5341.72453836398
Brown County,Illinois,3879.0,1970.1302828090247,54.8,65.5,43.9,6294.0,61630.12392755005,15300.285986653955,4575.786463298379
Brown County,Indiana,9079.0,3245.384271385677,55.3,66.2,44.4,15653.0,58001.66102344598,27234.395962435316,3679.805788027854
Brown County,Kansas,6696.0,4400.0,54.9,66.7,43.1,9250.0,72389.18918918919,22691.89189189189,6237.8378378378375
Brown County,Minnesota,17643.0,3761.5108475105353,47.2,57.5,36.9,25628.0,68842.67207741532,22561.26112064929,5404.245356641173
Brown County,Nebraska,1213.0,4276.200490711532,49.2,62.3,36.0,2853.0,42516.64914125482,25692.253767963546,6274.09744128987
Brown County,Ohio,19886.0,3022.134911026338,55.4,66.9,43.9,43777.0,45425.68015167782,19718.11681933435,5665.075267834708
Brown County,South Dakota,28265.0,3909.045132907535,43.8,54.9,32.8,37733.0,74907.90554686879,18768.71703813638,5655.526992287917
Brown County,Texas,18046.0,5040.17153633522,68.1,80.6,55.6,38709.0,46619.64917719393,21212.121212121212,5492.262781265339
Brown County,Wisconsin,192233.0,3861.5856781262783,47.5,56.4,38.7,271417.0,70825.70362210179,16883.614511987093,5629.345251034387
Brule County,South Dakota,4616.0,4349.463377894935,48.3,60.6,36.1,5311.0,86913.95217473169,21502.541894181886,6401.807569196008
Brunswick County,North Carolina,143700.0,3058.1880923207723,64.4,74.5,54.3,159964.0,89832.71236028106,34383.36125628266,3560.176039608912
Brunswick County,Virginia,10119.0,2965.2676360403834,60.2,71.6,48.8,15749.0,64251.69852054099,22972.887167439203,4139.945393358308
Bryan County,Georgia,26050.0,1300.790124449627,67.8,78.7,56.9,49739.0,52373.38909105531,11339.19057480046,6823.6192927079355
Bryan County,Oklahoma,26225.0,4053.750485020524,65.5,76.6,54.5,48967.0,53556.47681091347,17505.667081912306,6073.478056650397
Buchanan County,Iowa,12440.0,2609.830361026533,49.3,60.4,38.2,20691.0,60122.75868735198,19017.93050118409,6418.249480450438
Buchanan County,Missouri,40839.0,5376.344086021505,55.5,67.2,43.9,82956.0,49229.71213655431,18031.245479531317,5986.305993538744
Buchanan County,Virginia,11496.0,4484.727825221355,55.8,67.4,44.3,19087.0,60229.47555928119,24697.438046838164,4348.509456698276
Buckingham County,Virginia,7932.0,2373.6600306278715,58.9,69.7,48.0,16978.0,46719.28377900813,21015.431735186714,4117.0927082106255
Bucks County,Pennsylvania,639234.0,3487.083271412296,54.8,65.2,44.4,645984.0,98955.082478823,21317.865457968,4664.357011938376
Buena Vista County,Iowa,15386.0,2508.8734380317983,48.7,59.2,38.2,20567.0,74809.16030534351,17338.45480624301,7059.853162833665
Buffalo County,South Dakota,1411.0,1910.828025477707,46.9,59.2,34.7,1884.0,74893.84288747347,9447.983014861997,9076.433121019109
Buffalo County,Wisconsin,7422.0,2123.854236530293,47.9,58.2,37.6,13419.0,55309.635591325736,24241.746776958043,4843.878083314703
Bullitt County,Kentucky,43594.0,1738.0955186594863,58.7,70.0,47.5,84863.0,51369.85494267231,17974.853587546986,4940.904752365577
Bulloch County,Georgia,32257.0,3257.556891624272,66.8,78.4,55.1,84327.0,38252.279815480215,12791.869745158727,5209.482135021998
Bullock County,Alabama,7291.0,3394.968172173385,66.1,77.2,55.0,9897.0,73668.78852177427,19268.465191472165,5011.619682732141
Buncombe County,North Carolina,274119.0,5314.225029992643,55.4,66.3,44.5,275901.0,99354.11615035828,21846.60439795434,4405.56576453148
Bureau County,Illinois,21175.0,4350.881481255156,52.3,62.9,41.8,32729.0,64697.97427358,23725.136728894864,5032.234409850591
Burke County,Georgia,15674.0,2884.851460839676,65.3,76.7,53.9,24438.0,64137.818152058266,18283.001882314427,5839.266715770521
Burke County,North Carolina,60196.0,4482.782041703457,59.2,70.9,47.5,88338.0,68142.81509656094,22073.17349272114,4720.505331793793
Burleigh County,North Dakota,60088.0,4585.4497460304765,41.2,51.8,30.5,100012.0,60080.79030516338,18503.779546454425,5741.311042674879
Burleson County,Texas,10280.0,3024.390243902439,71.4,82.5,60.2,19475.0,52785.62259306804,21268.29268292683,5730.423620025674
Burlington County,New Jersey,409154.0,2922.6266979561647,56.7,67.5,46.0,469167.0,87208.60589086615,18834.871165278037,5128.87735070881
Burnet County,Texas,30404.0,3372.7843529477136,69.6,81.5,57.7,53991.0,56313.08921857346,24004.000666777796,5041.581004241447
Burnett County,Wisconsin,10547.0,2896.091738825181,44.8,54.8,34.8,17092.0,61707.2314533115,32939.38684764802,3217.879709805757
Butler County,Alabama,9995.0,4863.453378304864,67.1,79.5,54.7,18382.0,54373.84397780437,22119.46469372212,5766.510717005766
Butler County,Iowa,8943.0,3090.601185436072,49.5,60.5,38.6,14172.0,63103.30228619814,23863.957098504092,5355.630821337849
Butler County,Kansas,38579.0,3249.2131950110734,58.7,71.0,46.3,68632.0,56211.38827369158,16777.887865718614,5463.923534211446
Butler County,Kentucky,6628.0,3151.5151515151515,59.2,70.3,48.1,12375.0,53559.595959595965,19579.79797979798,6125.252525252526
Butler County,Missouri,18180.0,6741.680175455325,60.2,71.2,49.3,41948.0,43339.37255649852,19724.420711356917,6293.506245828167
Butler County,Nebraska,4268.0,3215.510107577728,52.2,63.8,40.5,8459.0,50455.13654096229,20676.20286085826,6182.763920085116
Butler County,Ohio,244057.0,3188.70963227942,55.1,66.3,43.9,393043.0,62094.223787219205,16368.438058940115,5650.0179369687285
Butler County,Pennsylvania,143187.0,3759.834285051887,51.9,62.5,41.3,198413.0,72166.13830746978,21344.871555795235,4654.432925261954
Butte County,California,133380.0,4207.132237947213,59.8,72.3,47.3,207172.0,64381.28704651208,18767.497538277374,5130.519568281428
Butte County,Idaho,1458.0,3480.7831762146484,40.7,52.6,28.8,2758.0,52864.39448875997,26178.390137781,5910.079767947788
Butte County,South Dakota,5226.0,2457.8845622756144,47.2,60.3,34.0,10863.0,48108.25738746203,20997.882721163583,6766.086716376692
Butts County,Georgia,10251.0,3276.67646074311,64.9,77.0,52.7,26887.0,38126.23200803362,15899.877264105331,5288.801279428721
Cabarrus County,North Carolina,188351.0,3293.113792413839,60.7,72.2,49.2,240016.0,78474.351709886,13890.74061729218,6000.0166655556295
Cabell County,West Virginia,66359.0,9489.368171846832,57.2,68.6,45.7,92082.0,72065.115874981,20076.670793423255,5105.232292956278
Cache County,Utah,90183.0,1597.690897726714,43.5,54.0,32.9,142393.0,63333.87174931352,10310.900114471919,7287.577338773675
Caddo County,Oklahoma,22784.0,3475.24223697261,62.3,74.6,49.9,26214.0,86915.38872358282,15968.566414892804,5725.947966735332
Caddo Parish,Louisiana,140313.0,6624.9679750514615,67.8,78.9,56.7,226386.0,61979.53937080914,19564.372355180974,5955.315258010654
Calaveras County,California,26340.0,3017.2876624073874,58.0,70.1,45.9,46565.0,56566.09041125309,29709.008912273166,4428.218619134544
Calcasieu Parish,Louisiana,103307.0,3903.5929348599584,71.0,81.1,60.9,203761.0,50700.08490339172,16795.166886695686,6515.967236124676
Caldwell County,Kentucky,7739.0,3912.0388813640334,59.7,70.2,49.1,12551.0,61660.42546410645,21822.96231375986,6557.246434547048
Caldwell County,Missouri,4155.0,2680.067001675042,54.9,66.1,43.7,8955.0,46398.65996649916,20201.00502512563,5896.147403685091
Caldwell County,North Carolina,53443.0,4661.55335468017,58.7,70.6,46.8,80574.0,66327.84769280413,21551.617146970486,4892.397051157942
Caldwell County,Texas,30364.0,1911.3901201387912,72.2,83.9,60.5,49859.0,60899.73725907057,15517.760083435287,6225.556068112076
Caldwell Parish,Louisiana,4404.0,4121.844711896901,68.0,80.0,55.9,9389.0,46905.953775694965,19086.164660773244,5282.777718606881
Caledonia County,Vermont,13324.0,3600.130676249592,44.5,54.2,34.9,30610.0,43528.25873897419,23384.514864423392,4158.771643253838
Calhoun County,Alabama,67165.0,5064.0304391517575,63.5,75.0,51.9,116429.0,57687.51771465872,18745.32977179225,5602.556064210807
Calhoun County,Arkansas,2395.0,2758.026287438052,64.9,76.5,53.3,4641.0,51605.25748761043,23033.828916181857,4567.981038569274
Calhoun County,Florida,6023.0,4840.386043058649,69.5,80.8,58.1,13470.0,44714.17965850037,19480.326651818857,4996.288047512991
Calhoun County,Georgia,3495.0,2437.23657687374,67.4,78.3,56.6,5457.0,64046.179219351296,17573.75847535276,3903.2435404068174
Calhoun County,Illinois,2747.0,4493.861477878157,56.6,67.4,45.7,4317.0,63632.15195737781,25225.85128561501,4100.069492703266
Calhoun County,Iowa,6257.0,3523.50711871351,49.7,60.6,38.7,9763.0,64088.907098228,23793.91580456827,4865.307794735225
Calhoun County,Michigan,72806.0,4501.147218931362,50.8,60.2,41.4,133366.0,54591.12517433229,18965.853365925348,5695.604576878665
Calhoun County,Mississippi,7584.0,4256.996452502956,64.6,76.3,52.9,12685.0,59787.150177374846,21190.38234134805,6101.6949152542375
Calhoun County,South Carolina,7389.0,3538.700126885662,65.2,76.6,53.9,14186.0,52086.56421824334,25158.60707740025,4440.998167207105
Calhoun County,Texas,12685.0,3081.8440292445166,73.3,81.8,64.8,19696.0,64403.93988627132,20024.370430544273,6026.604386677498
Calhoun County,West Virginia,2946.0,4044.3027353582816,55.3,67.3,43.2,5959.0,49437.825138446045,27085.08138949488,4480.617553280752
Callahan County,Texas,6984.0,2539.307082231808,67.0,79.4,54.6,14374.0,48587.72784193683,21747.599833031865,5134.270210101572
Callaway County,Missouri,25341.0,2204.287854060942,57.6,68.9,46.3,44731.0,56651.98631821332,18495.003465158392,5351.993024971496
Calloway County,Kentucky,21556.0,3942.0062695924767,60.1,70.4,49.8,38280.0,56311.38975966562,17544.40961337513,4647.335423197492
Calumet County,Wisconsin,30795.0,1780.1086486588094,48.1,57.2,38.9,53199.0,57886.42643658716,17870.636666102746,4738.810879903758
Calvert County,Maryland,76487.0,2494.5105987669963,59.1,69.0,49.2,94728.0,80743.81386707204,16929.524533400894,5370.11232159446
Cambria County,Pennsylvania,86405.0,5199.436740441423,49.7,59.8,39.6,130668.0,66125.60075917593,24575.259436128203,4597.146967888083
Camden County,Georgia,37451.0,1801.507278295881,69.9,80.5,59.3,58118.0,64439.588423552086,15645.755187721534,6431.742317354348
Camden County,Missouri,25058.0,5621.651076196531,58.9,70.5,47.2,44044.0,56893.106893106895,30492.235037689585,4236.6724184906
Camden County,New Jersey,442468.0,4333.872032412993,57.1,67.6,46.7,527196.0,83928.55787980183,16945.310662448122,5921.137489662289
Camden County,North Carolina,9915.0,1697.045883092395,62.2,72.0,52.3,11137.0,89027.56577175182,17455.329083236058,4678.100026937236
Cameron County,Pennsylvania,2805.0,3378.9954337899544,49.5,60.1,39.0,4380.0,64041.09589041096,30342.465753424658,3767.1232876712324
Cameron County,Texas,475155.0,3242.01448290408,76.9,86.3,67.5,426710.0,111353.14382133064,14507.51095591854,6964.2145719575365
Cameron Parish,Louisiana,1450.0,2118.288590604027,71.6,80.3,62.8,4768.0,30411.073825503358,20260.06711409396,6040.268456375839
Camp County,Texas,6287.0,3938.4615384615386,66.6,78.7,54.5,13000.0,48361.53846153846,18453.846153846152,7415.384615384615
Campbell County,Kentucky,72564.0,3043.691703485518,56.5,67.6,45.4,93702.0,77441.24991995902,18245.074811636892,5304.049006424623
Campbell County,Tennessee,20580.0,5091.614250553166,56.7,67.6,45.8,40223.0,51164.75648260945,20560.37590433334,5524.202570668524
